name,length,width,mass,mass_center_y_position,front_pylons_y_position,front_pylons_x_width,rear_pylon_y_position,rear_pylon_mass,front_pylon_right_mass,front_pylon_left_mass
Celka,6.039,1.690,193,2.676,3.551,0.725,0.386,52.78,71.15,69.34
